T,16%,50%,84%,Mean,Std
0.01,0.4516316544361994,0.7231479583360552,1.369614006303306,0.830780615999553,0.4156169952852662
0.02,0.45943156705116545,0.7312482803582598,1.3974051714813527,0.8704456642617585,0.4625469253878241
0.03,0.4766106722898731,0.8065221591928896,1.4391223455915747,0.9294602994624277,0.5200382237762532
0.04,0.49433685872021155,0.8834170929151679,1.5671550342933256,0.9887715034168796,0.5641918697288654
0.05,0.508955276990187,0.9290060538830363,1.539735229635929,1.010225321221276,0.5551030638381779
0.060000000000000005,0.5150117800448912,0.9183549657297349,1.64776398582358,1.0785605660261286,0.6260282547895571
0.06999999999999999,0.5363469814366583,0.9513253475985494,1.7392867220851984,1.166252718727023,0.7413704911562837
0.08,0.6199488066949232,0.9651819672329679,1.7915650210774055,1.2198698577421216,0.8020317173929085
0.09,0.628526317049722,1.1051436061588276,1.8218523545320808,1.289337267806867,0.8342673900625265
0.09999999999999999,0.6824027995840795,1.2509708376718622,1.966813664958358,1.3840615185731062,0.900300142930959
0.11,0.7096118062191273,1.3535561804314522,2.1438885080993986,1.5057009616112362,0.9974378746713265
0.12,0.748042675058009,1.421624050834002,2.1793777129636607,1.6326275289656278,1.0869686227472977
0.13,0.808583920561782,1.4367894421633813,2.3722027657728124,1.7043593815327467,1.1240894828975865
0.14,0.889409703900481,1.4616673509288192,2.3819674771539883,1.730485178582775,1.1311962564269264
0.15000000000000002,0.9196497280526927,1.5575736455902205,2.3881944567463926,1.7785349836785103,1.1810617730804722
0.16,0.8380158859142969,1.4640238357313486,2.375948909368636,1.802822162029444,1.2224700588485835
0.17,0.8507480986009542,1.4816700003510084,2.539738452735752,1.8658611794398092,1.2596340097004204
0.18000000000000002,0.9376195663811039,1.538025476701852,3.022961740070388,1.9145614809634046,1.2422140667361525
0.19,0.8524041163110414,1.4436069605968216,2.99067723076978,1.9020558821191933,1.2710337915533672
0.2,0.9522399894946129,1.4759929678367825,2.9540881128683303,1.9197646297337074,1.2695665322506189
0.21000000000000002,0.9736167453898642,1.3951009800880663,3.030821348750096,1.9238105058334904,1.2362531197100028
0.22,0.985438905232451,1.4686896019929367,2.897180813276506,1.940541330722728,1.2143442882766928
0.23,0.9662934211795309,1.4701232492868908,3.0053390703133616,1.9305596945769437,1.1960376833921194
0.24000000000000002,0.9021999159761234,1.3995805852125927,3.0783051470259797,1.9122394825838798,1.2000617592324463
0.25,0.9159353817199736,1.3670301092495034,3.2934500219861884,1.942731079082857,1.2089933541470006
0.26,0.9900826199333289,1.5031772767913314,3.2753424897494687,1.9486303431106449,1.1345361924912154
0.27,0.9956015004984546,1.4931290757844407,3.2341801389969262,1.8893725603708182,1.0378299905787172
0.28,0.9662219178560202,1.5752644776537372,3.213170194976326,1.8785438571544992,1.0034422947824317
0.29000000000000004,0.9024601034804165,1.5861881459864908,3.0301758350098087,1.857839580689969,0.9737496366507474
