T,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,th12,th13,th14,th15,th16,th17,th18,th19,th20,th21,th22,th23,th24,th25,th26,th27,th28,th29,th30,th31,th32,th33,th34,th35,th36,th37,th38,th39,th40,th41,th42,th43,th44
0.01,0.42548502608348304,0.4658374380862334,0.8678667365360536,0.8455351327472445,1.1203313066506337,0.9534636527763286,0.4583998119497106,0.388739124461969,0.7666418776099958,0.5789155873533302,0.6317255208610829,1.021917316775966,1.3670197199621426,1.3886387728051721,0.4877793682285606,0.4993491791877689,0.7195153011740696,0.2974568528931334,1.4366364191646128,0.6182959912155152,0.2562777820101594,0.2700218621170611,1.014264025920377,0.5961444142059646,0.41651131342647935,0.7896729571603154,2.0157090731797473,0.5312342318234984,1.2639059004491688,0.721640319197808,0.5298617515820385,0.45164912178146316,0.922880821930175,0.7246555974743022,0.563614738011361,1.0813694272749168,0.76260187868872,0.5943040283547367,1.5854667965701925,1.497130710241476,0.45150356057093194,1.4452027974070802,1.230384781077341,1.4987890770020136
0.02,0.42046098872489784,0.4578790723890031,0.8766543877681846,0.9268383028275442,1.2752123628522882,0.9333952421284802,0.459643270868733,0.39588151753208234,0.8090523134530422,0.5566262295538601,0.6489890505733489,1.0256979616077355,1.3785938138378722,1.3906874174400927,0.4891109894269693,0.4995856518422784,0.7218252866990003,0.29812551099389983,1.4466687011172599,0.6380104290108463,0.25441246582043586,0.260462983305048,1.026852857211722,0.6008263117193193,0.4319905390022575,0.9161774398247898,2.104777866233721,0.5398907010265239,1.75951710343823,0.7208808018283429,0.5548637957339562,0.46439925039684204,0.9272287800876277,0.7406712740175193,0.5512623691654179,1.0833063434586974,0.7863660970101564,0.5949693877377851,1.652784308293088,1.6868519128090302,0.47785316718869764,1.7410191775250217,1.272105856145473,1.501199937890255
0.03,0.4877159654357464,0.461133738957827,0.913092006195804,0.9653913396271311,1.2994743885010998,1.0290429513449901,0.45866888399224065,0.4413337193216317,0.8368114332944478,0.6275643989487062,0.6335772070596009,1.0408871164999098,1.4299685111277485,1.4039679176564674,0.48979270328734625,0.5004988418762273,0.7216152203853194,0.2992699812645874,1.5062504649929684,0.7354907812475268,0.2629963590570385,0.2723400377479187,1.0401703334945511,0.597699781542177,0.4540548542444302,0.9845771592674585,2.2969934546304684,0.5474527999270375,2.090172861951617,0.9288516854583496,0.65443163599837,0.47872116319878844,0.9725119930298248,0.7817531725164608,0.5592779119472714,1.0908203232611768,0.8312911458693184,0.6048868761522996,1.670556839595257,2.198264254611016,0.5091024008210294,1.9224987556666049,1.3497122403353807,1.515567565005651
0.04,0.4946833834273996,0.5180655861303931,0.9414447712900401,0.9930183262366898,1.5668737480148385,1.058841904251124,0.4762409219391525,0.4244002006424006,0.9610966284328676,0.6440358727860256,0.6506358567340849,1.050131604126699,1.4959578108192364,1.4233337596363496,0.4917956775341661,0.5021180448638686,0.7262526194392424,0.3018151438875553,1.5813870909160823,0.6842859377852966,0.2649816064278601,0.2844298514023336,1.1142866410769703,0.6286716988691287,0.49907437223919837,1.14169393764957,2.3858589102113728,0.6022761841935913,2.5666721867531592,1.308516465997746,0.6737076052891204,0.4762809056020384,1.1007603919687958,0.9295125086654766,0.5533580277717384,1.079130685604868,0.8373216771648592,0.633803282812829,1.859975136410265,1.997797743578345,0.5533446095356298,2.059490957650167,1.3993680742385615,1.5692178003355652
0.05,0.44554382698882444,0.5224055089799995,0.967483039252987,1.0451648542289251,1.6941247770676038,1.0316253902634773,0.48717560289378037,0.4500906931529794,1.0665549265237173,0.730459986454968,0.6355681048157338,1.0225052219795892,1.491898585715076,1.3892538222376374,0.49318346691542736,0.5111059783640179,0.7672902432690716,0.2979158562765611,1.5302142179175053,0.7516079774896454,0.28915564854699904,0.31446137581497824,1.1271997564445146,0.6241665643197412,0.5479582620456495,1.2147804111388467,2.583091833879294,0.6931542920481525,1.782146315209354,1.6095559822377048,0.531919030808992,0.5125618691597399,1.4622084685756793,0.9609848980253872,0.5615560614195004,1.1064893908060394,0.8970272097406852,0.6720616564386639,1.9507662532867416,1.5239498242805056,0.6600114044701562,2.469814222570565,1.3578427296562896,1.6658785920244414
0.060000000000000005,0.4356787499700376,0.5039679519213773,0.9126951348578662,1.152725433397922,1.6810151328991976,1.0768563169617602,0.5176447709730728,0.4924810957320036,1.271355565944765,0.7132153362959845,0.6762411376216316,1.0572811952988939,1.586560851276762,1.5935644494917383,0.49657598391618385,0.5165177566071886,0.7556067834465428,0.3078810909620443,2.0124240859833877,0.8681825618530047,0.2750686894696347,0.32041411566479905,1.2637919914539988,0.6708390682595756,0.5577430213888911,1.2782951995392053,2.809636167858939,0.6607596819836917,2.6023679324674918,1.7263774032030323,0.5220172530057148,0.5422926651937825,1.0264336313811324,1.4150942822685537,0.6458295021807448,1.1713070127860092,0.9240147966016035,0.7126828989570196,1.9914677101185023,1.6164846003103166,0.6414847023053786,2.4574164641913083,1.3531449906538766,1.6432297384950867
0.06999999999999999,0.45600326429962185,0.613677031679747,0.8955733786250974,1.2931621253540657,1.7264844045773644,1.0329175734199674,0.5148879413202255,0.4816364042352948,1.216542985933077,0.8224412382771802,0.7384168693787521,1.102772673358213,1.7167548470014826,1.677737279956446,0.4985480103359663,0.5392732141798082,0.8155876884380885,0.33722116540456404,1.9375846477131562,0.846583536163978,0.25922144878401465,0.34002933192833235,1.2655802170107957,0.6417576755524917,0.5811750125799026,1.3314932381305076,2.9668159530386102,0.9789533952090964,2.641573892688594,2.777807754321853,0.6061754963078141,0.5962255707966129,0.9236972999880023,1.0629861346652785,0.7279422771098846,1.191498222905199,1.070479996018291,0.761462197019676,2.0282452552631973,1.8331703838093176,0.7636410132713394,3.5913095589433386,1.4468560321286883,1.6632159868660985
0.08,0.6371264987526235,0.7099927125941674,1.1704336858894417,1.436485743979466,1.5205411902244,0.9800507986897676,0.5123997921627075,0.6516349696326226,1.2065482656846407,0.9048954409481998,0.9400923571447023,1.179419539119794,1.6225937775887431,1.8547727611716625,0.5084183669471224,0.5350600386103553,0.8183225643462594,0.3801867213293978,1.6595341238807744,0.8963049588037562,0.29853184073338335,0.38720611102455277,1.5029249697889342,0.6765174279798445,0.562914903516337,1.0647339364889346,3.2624239140711104,0.902578900549225,2.7300960513943635,1.7829457837918252,0.6277261571283669,0.7301507729107988,0.9503131357761682,1.0165576561589564,0.7503254292900924,1.3995100950533164,1.145496958681486,0.7808990584481564,2.1032606448773055,1.901271848110657,0.8789039231044767,4.599568165386866,1.5739467179951097,1.9206550308924886
0.09,0.6071263358918129,0.6365916536700817,1.1277967158095834,1.5326486304411502,1.3501835237811601,1.0797902055373951,0.6107107510704528,0.6365115389733125,1.516414659026,1.136031958204397,0.8994457095993119,1.358467769423293,1.858846788695743,1.816807658964309,0.5926535948054137,0.6309557124105314,0.8526069370022646,0.3668031182220618,1.6851266309656328,0.7602424412577166,0.2833013433328429,0.6025086572531266,1.7004785265198545,0.7180872369987247,0.6577692384286656,1.2572172773057742,3.7011262557585134,0.9625983592784527,2.493411284951789,1.8015654557062286,0.5408190936474631,0.7328193894586289,0.9920612369496953,1.1203548742718727,0.7838976266779416,1.3802365059101809,1.0899323380457824,0.8940136542275666,2.105855311754039,1.7912015104850223,1.2938909158751895,4.75965841563779,1.8825709054882183,2.129702035787179
0.09999999999999999,0.4741996186246501,0.6441487440166648,1.4355293781375016,1.5052063597698584,1.264971589114689,1.24196065290881,0.671243806207803,0.5798377440525401,1.943496232877878,1.458656114674315,1.048469284561842,1.4926422477925962,1.7278941990162349,2.0112785556522725,0.5423367623088566,0.7513883408307976,0.9009041127502853,0.361683156100638,1.7614578820453346,0.9906874501702533,0.3292032124227624,0.7085893040887512,1.48734623504235,0.6861342233987259,0.728124457431337,1.3887664714724663,4.689878814635711,1.2072208244159757,2.9479982687569892,1.9627318893729409,0.6851027866953648,0.6839244804990262,1.0637726435232708,1.2599810224349142,0.9536114366735717,1.3058098888553082,1.3654007267947403,1.0059209251366463,2.0510781179900657,1.7981880299809365,1.0975189284595046,4.572326452631244,2.115338758972161,1.9967466859180856
