T,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,th12,th13,th14,th15,th16,th17,th18,th19,th20,th21,th22,th23,th24,th25,th26,th27,th28,th29,th30,th31,th32,th33,th34,th35,th36,th37,th38,th39,th40,th41,th42,th43,th44
0.11,0.009751679386383877,0.012506224406430757,0.02607246148502946,0.029899807187823525,0.02400191384873306,0.023005599077351876,0.012911804646278202,0.010298471153406414,0.03334788007484046,0.024381967719263844,0.02265810914478065,0.023391620662282165,0.028634078570173818,0.04055696881924708,0.011814395435971535,0.015357330310474537,0.015672161994381355,0.00653520352922367,0.037808286089672946,0.024205049182424887,0.0065227971208927545,0.008852394966842252,0.025638967170626227,0.012783938605133433,0.01748023620714104,0.027134387009395477,0.09094639023361169,0.025657070891036835,0.06171170075521596,0.04296586550400129,0.014903087831253575,0.011101031906585844,0.01954812192861957,0.025458655658755727,0.020854816070646372,0.026335005975916193,0.01988538703907559,0.018503114010653333,0.037495631311876526,0.030670864881242647,0.020772199528214574,0.08580917115948712,0.0337098113793889,0.04230473428607137
0.12,0.014311373213324858,0.015522255693312075,0.030569497142504332,0.03450678107552791,0.0295342883730636,0.025994213476078772,0.014104619148117623,0.011760199258778909,0.03719737011761503,0.03842534964841791,0.02221109833145793,0.03013315357673671,0.03669117993413885,0.04143342236180513,0.015469625276334966,0.0199778570387571,0.019657839169896583,0.009780084313207534,0.04617356548325977,0.02726723595501748,0.007695224766200117,0.010613102756193366,0.034197271849983196,0.012364761684290489,0.018871416055896418,0.036969144851537274,0.11975234473999723,0.026260584387169394,0.06621676361690294,0.0432497668682201,0.018877470861826257,0.012088512346245106,0.024281981539037337,0.04074460531428044,0.019060889623752915,0.031205277819411677,0.027034802823035785,0.017976698424190564,0.04301363856257215,0.036175491801872746,0.02484819036600141,0.09372048308711603,0.03757174754197723,0.04844793464844774
0.13,0.017481042589007137,0.019633728006875413,0.03269638588928216,0.038156685961437335,0.030529939380315962,0.027587806069368562,0.01602520054695503,0.013334509751953456,0.04330705431775169,0.035231698267310096,0.024671723340903305,0.035945832238508404,0.04318614458627023,0.04888562615271944,0.02013881338135018,0.021027446087940195,0.020328560540334113,0.011637015664398743,0.06011250702629675,0.02904530629606248,0.008202808201155811,0.011247503490157454,0.05051552075148351,0.016459255463034665,0.016766597689204552,0.04403151606645544,0.13298150003393555,0.03017069436204643,0.0867319573753754,0.04332366284854623,0.024675302380197047,0.012369092762535061,0.024804336185795597,0.054461660426789044,0.017050683568586134,0.02928406253261632,0.03038993543120159,0.01798800321655005,0.04378067145956924,0.04190542090581009,0.02744656581711597,0.08061384507382376,0.047381944161582305,0.07004573425201073
0.14,0.021372082867869187,0.020234514328006287,0.0320273388855672,0.04297575782111573,0.02993731279830891,0.030981617232128028,0.023074417651258065,0.011433228980241345,0.045721583704760364,0.0332140484267861,0.024866075961997407,0.0442860638727929,0.044134717549398475,0.056973515790156554,0.024171851420099574,0.02347176556955229,0.02319842479999678,0.01225911853411968,0.07216485507693161,0.03422796744018819,0.009516708476193358,0.01463344793552875,0.05254254984480412,0.015338632579340495,0.021180990648644447,0.04966884235643012,0.13351834175991228,0.03748319715063577,0.10843370328016326,0.04196770224984379,0.025963715645296388,0.013631248402094738,0.03342312956794425,0.040600149542308825,0.019772735123537263,0.03310950465021294,0.030613255643019855,0.019823664657418187,0.04938529234661721,0.04513424693714853,0.02451094145988592,0.08094739583623942,0.05745319429858387,0.08717921482817477
0.15000000000000002,0.022619602172562446,0.023316602634446144,0.035128977604115735,0.038574969773208095,0.03273472553990957,0.03247891019346263,0.02978471272385397,0.013524549359731904,0.05104940572498855,0.036000750466781244,0.0338741861964316,0.05684664811897655,0.04737006620089759,0.06054794431913422,0.02571142468798383,0.022014736245439877,0.02622611262109714,0.012602190775648938,0.09340486014440769,0.0427677873741483,0.008774205137281901,0.014232351409526861,0.05203657306470364,0.016737584375027717,0.02439330403668435,0.040045506253349995,0.14643614382565034,0.03898349291002434,0.12492337951454802,0.04210302711494626,0.0297831856893001,0.017673033828244072,0.04036972516417564,0.04250325203157482,0.021820494705025062,0.03836791301082303,0.03995016480410665,0.021973364381025564,0.050858126970160525,0.04976149186380307,0.02817677103769829,0.09614804872637508,0.05824077153065376,0.08734231089243386
0.16,0.024113467153212848,0.025264087564642095,0.036357966370620894,0.051663112852940445,0.03489639541866758,0.032499312097101295,0.029502668043964324,0.017096538358562605,0.0449137001564603,0.03620352821055339,0.04848719266779243,0.06551302804504505,0.05783948051597589,0.05381957027383914,0.02395575308688617,0.021551180901985247,0.030335870900486672,0.01275496678443303,0.11764648908639032,0.03840771580047538,0.010639713094755313,0.016289581850216,0.06011040909511417,0.018943564495679223,0.019301310497816117,0.0352951024193769,0.15709265489947447,0.038533652116518095,0.11515717663425919,0.046731922551105205,0.029292145691955505,0.019790500895833757,0.03820415531289946,0.04118462849221644,0.028488911574244154,0.04415959082549931,0.05107612804101968,0.022034891323687286,0.0633823512489176,0.054757540712377296,0.028971399606557133,0.1058413570601837,0.05938595693238688,0.1124868629002035
0.17,0.02564054072406514,0.026646414053242338,0.03837264318564761,0.05569990267016907,0.04332462140442864,0.03428877707364145,0.03134287827889287,0.018035149892887233,0.04560360440328341,0.03509442466356893,0.0627160638925563,0.08606840949014931,0.06550268405731421,0.06426613816235895,0.028591413211313678,0.02173293179705027,0.029945287783963073,0.014633147405445598,0.13569995850797587,0.0388947279421835,0.012395366110143495,0.020654519600100025,0.06841005163768793,0.021434343748471425,0.022162061692332004,0.03850653196324342,0.17724941958444934,0.04128240761733982,0.13084874060316776,0.05028041365224495,0.03176319317562324,0.023134866686413156,0.043103434926685946,0.04614166488068234,0.03225640787280257,0.05480514674103032,0.05551113355291707,0.0257148356366665,0.07095985395101924,0.05966806185962666,0.034977619384452784,0.09305492334452489,0.05334902496386959,0.11150476135114294
0.18000000000000002,0.028170835294342042,0.03022485723159637,0.04244738639230527,0.06340570204732833,0.05203529535341738,0.0329499472941775,0.03287107814196696,0.019573605293216126,0.06345972018767981,0.03861257491112766,0.06955727303966368,0.10154009754818978,0.0625213221527813,0.08633948164327995,0.02750247277580231,0.020894621883492306,0.040856848769219536,0.01479994744815245,0.11917661314902979,0.0387219781367003,0.013606189584296297,0.02115284853775543,0.088522756847433,0.02413415369672799,0.025301765939526013,0.04835868053965538,0.20297564646424973,0.03908532072351945,0.1254504337756199,0.05290306610778276,0.038437455649387726,0.027299199805667848,0.0433023423929088,0.05439074490505335,0.030988175526243826,0.06145161813277156,0.05171843260944132,0.02707342052104394,0.08082244467693088,0.0656165249280236,0.04482002620570385,0.09339137773832158,0.06752179962575905,0.09933235087813906
0.19,0.03080566654637404,0.0320916218823221,0.04084936466782311,0.07184989952731573,0.06658631509429304,0.03198472040123344,0.03237756000645182,0.021628044273576015,0.0628881408238376,0.03872682977772018,0.07023554964335922,0.08422761995380836,0.09848252178860925,0.08545051912132397,0.02414021863647191,0.022412687141988703,0.04341050125687998,0.01561855406027236,0.13822669522126424,0.04240896234946798,0.013624913110812018,0.02343386370646137,0.1047096018015423,0.0246749106365296,0.03019914670442198,0.04533193686596022,0.21601945247939852,0.04192511465157688,0.13022218436187757,0.054212190786691795,0.042756064335555295,0.025926401320391892,0.038660799548923264,0.05375346030444206,0.028671938913781555,0.0687463641011557,0.04540410950487118,0.02862588960083067,0.08994843739427841,0.06721659148757933,0.043897228534243465,0.09608854745773653,0.06828658888512658,0.09401481118516154
0.2,0.03189908618632933,0.032590651942396395,0.049187986405359034,0.08143682709054478,0.07737873597388026,0.03365744760510592,0.036412784801966754,0.03055178246172271,0.05387850078200509,0.03316625852767089,0.06808235847815007,0.08251155687668825,0.12738243720146986,0.0927507086168465,0.025980019028091137,0.02854309751043698,0.03821860754157563,0.01712207004058435,0.13792656143143725,0.04776766318472276,0.013645996545901023,0.025997202648433592,0.11022656489929358,0.027176778651124243,0.03378313040181936,0.04619696753531758,0.23226291645538913,0.06102573952035537,0.11969192154458112,0.05465477664548828,0.04314592046106878,0.028169255038787897,0.041593684883655446,0.06958381975283329,0.036691029908774465,0.06416248408802454,0.04421293592517887,0.032611517418030096,0.10342434596313184,0.06702085288742045,0.04130383579797569,0.10486651492035488,0.06863036632077565,0.09222856757619641
