T,Sa,E,Fy,uy,R,maxDisp,maxVel,maxAccel,Ec,Ev,maxReaction,CD,CPD,resDisp,solving_converge,iter_converge,n_iter,miu,tol_ductility,tol_R
0.02,0.5983609586274878,98696.04401089359,5333.337974480795,0.05403801163390224,1.0994873046875,0.10831123857441805,2.5606242264741694,5471.668056069602,284.1207749363897,27.90147993756377,5471.668056069603,2.639704806911043,0.054273226940515805,-0.053184340874939576,1.0,1.0,16.0,2.004352775009693,0.002176387504846611,0.0011096316023080338
0.04,0.629942514500548,24674.011002723397,5319.532236470726,0.21559252104911447,1.1605224609375,0.4315891185649886,11.403152298931118,5464.4976410495565,1119.4782351165504,253.67413624054294,5464.4976410495565,11.051420944455558,0.21599659751587413,-0.2116530253152436,1.0,1.0,16.0,2.001874260131072,0.0009371300655360848,0.0010513036164844407
0.06,0.7346482409576243,10966.22711232151,5613.280310389608,0.5118697846484137,1.2825927734375,1.0236376437090586,23.819260797817698,5828.419173011098,2827.54678094486,1307.9113511716616,5828.419173011098,31.055747821082846,0.5117678590606449,-0.5015029946273869,1.0,1.0,15.0,1.9998008759437935,9.956202810323944e-05,0.0009512937595129375
0.08,0.9067900943666787,6168.502750680849,6263.858168981927,1.0154584381583607,1.418701171875,2.0316923693529456,49.51821088327962,6629.531646318814,6140.662615318958,4079.668744587338,6629.531646318814,62.8125204542475,1.016233931194585,-0.9958926201059227,1.0,1.0,15.0,2.0007636876184027,0.0003818438092013654,0.0017193947730398899
0.1,0.8041076434974007,3947.8417604357433,5799.052119313774,1.4689170618311973,1.35888671875,2.937695244447972,62.03744231214873,6077.314308997529,8361.009757372405,8751.319672719534,6077.314308997529,110.67744884918044,1.4687781826167745,-1.4391155293336109,1.0,1.0,15.0,1.999905454693099,4.727265345050302e-05,0.003586800573888092
0.12000000000000001,1.063038070751919,2741.5567780803767,6937.278262142518,2.530415681195544,1.501708984375,5.060087100505766,106.40607399581324,7409.767257042091,17260.987872162113,23464.955810201434,7409.767257042091,199.22566751883772,2.5296714193102217,-2.4790845150857397,1.0,1.0,15.0,1.9997058736669815,0.00014706316650925366,0.0016244314489928524
0.13999999999999999,1.0337561861681082,2014.2049798141552,6969.984096369664,3.460414489200977,1.4534912109375,6.921737464132494,142.28814993484403,7440.016531505397,23534.787008091123,44720.4860097022,7440.016531505397,300.1541209416425,3.4613229749315164,-3.392012280696706,1.0,1.0,15.0,2.0002625366797457,0.0001312683398728698,0.0008394895903290799
0.16,0.9604276163627049,1542.1256876702123,6177.268524738353,4.005684215059505,1.523681640625,8.010937228323389,167.63627997699348,6676.080390618996,50451.28179821781,85758.00173967924,6676.080390618995,479.8676564260906,8.353621713455606,-3.9264478102939115,1.0,1.0,15.0,1.9998923525239458,5.382373802709228e-05,0.001601024655779699
0.18,1.35771293376983,1218.4696791468346,8243.788130671304,6.765690005879799,1.614013671875,13.53120350504705,283.68293213754384,9038.912317834336,54485.980446934715,132376.02995116787,9038.912317834336,630.8530742924422,6.76551349916725,-6.632748918903093,1.0,1.0,15.0,1.9999739114986947,1.3044250652627376e-05,0.0015114873035066505
0.19999999999999998,1.2159516476622476,986.960440108936,7737.064579294722,7.8392854109134715,1.5401611328125,15.673713449717097,306.59970007325086,8577.742253454457,107505.04099275998,206013.7567666185,8577.742253454455,840.0153803153325,14.290445495572637,-6.091408745794171,1.0,1.0,15.0,1.9993803807547197,0.0003098096226401559,0.0007922674694977025
0.22,1.597915129944829,815.6697852139966,7534.103676289352,9.236708056205279,2.0784912109375,18.471362979524002,325.18235625488217,8304.131935313457,232040.8024404096,302885.66807922267,8304.131935313457,1075.786841946649,31.58566974736442,-9.046426707609108,1.0,1.0,15.0,1.9997777202793396,0.00011113986033017831,0.0005871301080319399
0.24,1.637921995997175,685.3891945200944,9628.395585695745,14.04807029739868,1.6671142578125,28.101207083850273,429.0853034520724,10631.937750222043,181710.46416478785,295568.0036884598,10631.937750222043,1038.8499655300795,19.199284992515846,-13.738309554444948,1.0,1.0,15.0,2.000360653737179,0.00018032686858959757,0.0007319572536963841
0.26,1.9914417019555537,584.0002604194887,10025.467243977864,17.166888310591762,1.9466552734375,34.333539074283,565.7147673902025,11243.14679190539,265597.2715649216,480775.4433764416,11243.14679190539,1351.4879883851338,26.967709394791616,-15.854482035993405,1.0,1.0,15.0,1.9999861624951345,6.918752432749642e-06,0.0006268806419257773
0.28,1.4321272587390455,503.5512449535385,9445.733464934649,18.758236742729498,1.48583984375,37.51901831739212,481.00372274592473,10335.654429013333,203771.99613829996,476053.42350499047,10335.654429013333,1418.264383063794,22.036242303196875,-17.47883695155294,1.0,1.0,15.0,2.0001356647731887,6.783238659435753e-05,0.0032808398950131233
0.30000000000000004,1.176234385772737,438.64908449286025,8079.9160147901575,18.419999722857444,1.4266357421875,36.837367842390925,491.7825126839723,8873.559509759925,269982.4950070625,518531.4920423202,8873.559509759923,1702.0378036594363,34.17624182939261,-15.530499445747195,1.0,1.0,15.0,1.9998571333678852,7.14333160574121e-05,0.0008552856654122477
0.32,1.629177828932702,385.5314219175531,8561.432401076363,22.206834292503526,1.8648681640625,44.41246826006745,610.363555738298,9612.973428471181,386126.83333316975,577118.258816103,9612.973428471181,1828.073878222529,46.21356122542133,-17.269095255083094,1.0,1.0,15.0,1.9999459479490056,2.702602549720101e-05,0.0006543646119617851
0.34,1.5584384721876683,341.50880280586006,7789.4368104085115,22.80889027284204,1.960693359375,45.6209404000657,637.4336575593205,8788.018986867646,353512.77003884176,509600.72040551115,8788.018986867648,1705.6882373778412,46.4250184781689,-17.089390494621377,1.0,1.0,15.0,2.000138536085878,6.926804293905242e-05,0.0012444001991040318
0.36000000000000004,1.3266427451221448,304.6174197867085,6247.72700221728,20.510077876018727,2.0809326171875,41.01972277618521,577.2393045320845,7119.547692338276,330336.6264674224,389567.31267363287,7119.547692338276,1494.1210793263147,54.14509548846567,-15.457651748564539,1.0,1.0,15.0,1.9999788896046686,1.0555197665684801e-05,0.0005864414731409805
0.38,1.2815119141186024,273.39624379748915,6407.288216011957,23.435904338020027,1.9600830078125,46.88717794274237,636.6341515720383,7333.388838498315,382370.1705158143,469200.38100445975,7333.388838498316,1668.7603233004384,61.00229772944668,-19.064405214971952,1.0,1.0,15.0,2.0006558000271992,0.0003279000135996135,0.0006225874735400323
0.4,1.4199725135819592,246.74011002723395,7162.006995437671,29.026521041297926,1.9429931640625,58.04930095829717,698.2949986269699,8044.129978093392,445425.7189017926,656180.8657437866,8044.1299780933905,2063.966615166086,63.54727470100817,-19.872898102939363,1.0,1.0,15.0,1.9998711135828726,6.444320856369146e-05,0.0006280618012812461
0.42000000000000004,1.3129269703818505,223.8005533126838,5868.159328883619,26.22048624109029,2.192626953125,52.44085121196645,532.9482307735108,6509.313722654924,489786.79461232683,571523.8327880941,6509.313722654924,2055.074040625882,85.46760641787401,-7.91948309537942,1.0,1.0,15.0,1.9999953749822557,2.3125088721709375e-06,0.001112842198976185
0.44,1.1652122416340804,203.91744630349916,5490.702770321687,26.92610597991521,2.0797119140625,53.86176146788506,554.3404365426593,6174.957799561189,513601.9565461981,560941.3632465623,6174.957799561189,2125.430659280781,95.71659653895198,6.1264131592200615,1.0,1.0,15.0,2.0003546561118704,0.00017732805593517753,0.0005867855885459453
0.46,1.0848494326569478,186.57097166520524,4492.36334723227,24.078576142561186,2.3665771484375,48.16352323364725,514.9196516790805,5079.334168027835,562099.1616470796,477759.23335380846,5079.334168027835,2138.7616083627704,127.83150668325155,13.416476011341187,1.0,1.0,15.0,2.000264589919568,0.00013229495978395178,0.0005156765676567656
0.48000000000000004,1.0047837615316508,171.34729863002354,6908.079817571241,40.316245851574834,1.4254150390625,80.61865926318627,562.3143815808273,7505.784803004306,288162.4975443652,623869.2978027677,7505.784803004306,2562.772807511633,42.27474909410646,37.76289286669112,1.0,1.0,15.0,1.9996569015871588,0.0001715492064205959,0.0008560178051703475
0.5,0.9718875237607338,157.91367041742973,6736.71951541614,42.660774698024966,1.413818359375,85.34625555099782,586.7749861462636,7338.918284491445,305442.6183448585,637733.3545297537,7338.918284491445,2655.3532949037194,46.01417490272625,38.50446877595018,1.0,1.0,15.0,2.000579130480465,0.0002895652402326032,0.001725327812284334
0.52,0.9965143077140174,146.00006510487216,6503.150954818214,44.54210996513588,1.501708984375,89.1156084284621,582.1338416632314,7105.610050849204,311075.7846269449,716849.1958612142,7105.610050849204,2783.6439898820236,48.56175902387169,39.71975659642932,1.0,1.0,15.0,2.0007046926653205,0.00035234633266023607,0.0016244314489928524
0.54,0.9536943348298473,135.3855199052038,4525.867890942595,33.42948266632638,2.0650634765625,66.85752419269309,551.1187451205083,5118.438442953646,541354.5373992114,608270.805939429,5118.438442953645,2695.60032331416,122.17803813227438,16.515765334019594,1.0,1.0,15.0,1.9999568901507077,2.1554924646172147e-05,0.0005909466966079659
0.56,0.9102258793563449,125.88781123838463,4433.5875473931765,35.2185609057704,2.011962890625,70.43537312102795,591.2324805036704,5056.11049798786,550806.1357950023,598732.5909087437,5056.110497987861,2727.0712248091627,126.94183283809873,7.9565470600753,1.0,1.0,15.0,1.9999503474739488,2.482626302557911e-05,0.001212709192335678
0.5800000000000001,0.8266998102290825,117.3555814636071,4464.167853964291,38.039672236200076,1.8148193359375,76.08581675887777,630.6087898674531,5102.790305632674,546896.2096333886,587437.8188916917,5102.790305632674,2654.3781678518926,125.13501773709905,-0.7136813692175444,1.0,1.0,15.0,2.000170145695195,8.507284759740052e-05,0.0006724045185583647
0.6,0.8570622798437016,109.6622711232151,3851.028775144127,35.117171436447464,2.1810302734375,70.21898681556931,641.9136014078198,4435.322882755546,613220.9789366452,553793.9619519647,4435.322882755545,2649.8415486331482,162.79067419606815,8.185630171408748,1.0,1.0,15.0,1.9995627194133956,0.00021864029330220802,0.0005595344673231871
0.62,0.7861862252650298,102.70139855451986,3923.4343297219502,38.20234568314242,1.9637451171875,76.39623808739258,610.1915150751786,4506.787397801892,541366.2107343,602940.9946264208,4506.787397801897,2988.4692472596926,140.93253581461423,-5.583943114798662,1.0,1.0,15.0,1.9997787235641922,0.00011063821790391337,0.0006214267959234402
