T,E,Fy,uy,Sa,R,miu,maxDisp,maxVel,maxAccel,Ec,Ev,maxReaction,CD,CPD,resDisp,solving_converge
0.02,98696.04401089359,9800.0,0.09929475996949101,0.459643270868733,0.459643270868733,0.4596432708687331,0.04564016825250259,1.8610242700956725,4509.121306535391,-0.0008888673165873461,42.978304856819385,4509.121306535391,4.125298599144106,0.0,0.000136638678367581,1.0
0.04,24674.011002723397,9800.0,0.39717903987796405,0.4762409219391525,0.4762409219391525,0.4762409219391525,0.18915291212638902,10.38967956298338,4649.335561066516,0.005443253511666656,779.9092588786209,4649.335561066515,25.40298793951776,0.0,0.0005466549952618726,1.0
0.06,10966.22711232151,9800.0,0.8936528397254191,0.5176447709730728,0.5176447709730728,0.5176447709730727,0.46259471954910064,25.45097245014596,5098.828190190532,0.009686965211206055,3504.7634390523917,5098.828190190534,69.00478413064738,0.0,0.001234369308077038,1.0
0.08,6168.502750680849,9800.0,1.5887161595118562,0.5123997921627075,0.5123997921627075,0.5123997921627071,0.8140578299394094,38.6461744560964,5012.520234272831,0.013703025601829014,10507.193066328715,5012.52023427283,139.01365777666334,0.0,0.0022119063849481615,1.0
0.1,3947.8417604357433,9800.0,2.4823689992372757,0.6712438062078031,0.6712438062078031,0.6712438062078034,1.6662748154602849,75.39116771608865,6573.216050032658,0.027284414064862955,29088.400246332294,6573.216050032657,251.52704018500916,0.0,0.003529685654944779,1.0
0.12000000000000001,2741.5567780803767,9800.0,3.5746113589016772,0.7385161316234709,0.7385161316234709,0.7385161316234727,2.639908152833392,105.03815501449009,7336.781987041977,0.022532179567020874,67980.21528872721,7336.781987041985,412.7934418978658,0.0,0.004188357623949143,1.0
0.13999999999999999,2014.2049798141552,9800.0,4.865443238505059,1.0355774425579276,1.0355774425579276,1.037292896638544,5.046889710299331,179.6557703603538,9815.668310509249,1710.777281069054,131147.73063024294,9815.668310509247,572.9651701566735,0.18144647179427142,0.18485356916444587,1.0
0.16,1542.1256876702123,9800.0,6.354864638047425,1.1585670648527084,1.1585670648527084,1.1768376540061245,7.4786439921662105,203.81473792551728,10174.732777233228,10539.92725907988,189938.6002623727,10174.732777233232,729.0932419567396,1.1237793541187857,-1.0936217280629865,1.0
0.18,1218.4696791468346,9800.0,8.042875557528772,1.1474170845153266,1.1474170845153266,1.1762815270453661,9.460685942645794,265.4475737663435,10249.798233365515,13411.228657283074,199893.38459493252,10249.798233365504,825.9498014301432,1.417810385117022,1.3982574314281107,1.0
0.19999999999999998,986.960440108936,9800.0,9.9294759969491,1.143941372306048,1.143941372306048,1.158094477578906,11.499271317319053,287.113363728201,10271.047150363926,15096.55040374569,281659.2685890569,10271.047150363896,1069.522653715627,1.5697953203699537,1.5512147324185719,1.0
