T,E,Fy,uy,Sa,R,miu,maxDisp,maxVel,maxAccel,Ec,Ev,maxReaction,CD,CPD,resDisp,solving_converge
0.02,98696.04401089359,9800.0,0.09929475996949101,0.6380104290108463,0.6380104290108463,0.6380104290108461,0.06335109240666395,4.093226174634576,6231.242787383771,0.1564854395871768,134.36902820570347,6231.242787383771,6.983206495362206,0.0,-0.0017707311363019146,1.0
0.04,24674.011002723397,9800.0,0.39717903987796405,0.6842859377852966,0.6842859377852966,0.6842859377852969,0.27178403177155647,20.63830540258708,6733.895211302783,0.6118354427106969,3777.874986727394,6733.895211302785,52.32984575568636,0.0,-0.007072848439632899,1.0
0.06,10966.22711232151,9800.0,0.8936528397254191,0.8681825618530046,0.8681825618530046,0.8681825618530038,0.7758538118000261,38.86193269181013,8470.18028970085,1.3447032621586705,14890.338092253913,8470.180289700842,117.489788565303,0.0,-0.015650803462266587,1.0
0.08,6168.502750680849,9800.0,1.5887161595118562,0.8963049588037562,0.8963049588037562,0.8963049588037566,1.4239741719021366,53.29324016058316,8818.104683413125,2.4700531733588553,15473.489696437528,8818.104683413128,142.755396644508,0.0,-0.02831830985143434,1.0
0.1,3947.8417604357433,9800.0,2.4823689992372757,0.9906874501702538,0.9906874501702537,0.9906874501702533,2.45925181423606,98.46589204410219,9772.187093039087,3.423313705356722,62064.04823664991,9772.187093039118,325.59606113575074,0.0,-0.041642220815257536,1.0
0.12000000000000001,2741.5567780803767,9800.0,3.5746113589016772,1.4277091359997063,1.4277091359997063,1.577976039145566,5.640651073604418,175.90292888031493,10494.92702971668,19880.651197038955,71837.77642485632,10494.927029716695,368.2845110608555,2.0660397147027405,1.9604872104964888,1.0
0.13999999999999999,2014.2049798141552,9800.0,4.865443238505059,1.5361475865343686,1.5361475865343686,1.9075932253132182,9.281286559918255,222.57575833998766,10589.241521488359,42634.47447394022,215421.03457608778,10589.241521488404,730.7472198622027,4.415843321413196,4.270380622530523,1.0
0.16,1542.1256876702123,9800.0,6.354864638047425,1.5082674724992262,1.5082674724992262,1.6825222708480092,10.692201281739266,263.8857486929106,10656.308484907957,53590.02392047359,420464.96004550107,10656.308484907991,1093.1690421931803,5.585086396461627,3.0927564487992854,1.0
0.18,1218.4696791468346,9800.0,8.042875557528772,1.3516520227413584,1.3516520227413584,1.530283752102902,12.30788178587185,293.88084333053774,10469.905251484033,75392.79056159567,397098.40348336287,10469.905251484002,1107.1099212208017,7.854506271285826,-0.8855285554388823,1.0
0.19999999999999998,986.960440108936,9800.0,9.9294759969491,1.5006653974027662,1.5006653974027662,1.4216439542143575,14.116179519579267,375.26777306293485,10693.120058563272,106154.36253126164,510819.74813199684,10693.120058563272,1300.7110245444885,11.088341007369927,1.9481881229607478,1.0
0.22,815.6697852139966,9800.0,12.014665956308413,1.4614717790085636,1.4614717790085636,1.5609067284870815,18.753772931726477,421.76358746565086,10707.620277624468,68173.96179190556,404532.33728125755,10707.620277624435,1206.9389086960375,7.067330950437011,6.163958087729181,1.0
0.24,685.3891945200944,9800.0,14.298445435606705,1.386293260504832,1.386293260504832,1.2647162572782917,18.083476396218387,460.65234540559027,10536.514556274704,100209.49689364122,492654.29283879476,10536.514556274615,1345.8247157839962,10.454478786870599,2.9463310018610787,1.0
0.26,584.0002604194887,9800.0,16.780814434843982,1.6674062148441566,1.6674062148441566,1.4808322968420975,24.84957198243104,450.26213392845136,10652.276512170958,216911.4603052926,723620.7969679862,10652.276512170805,1667.755706040604,22.593325892972782,7.38870171167987,1.0
0.28,503.5512449535385,9800.0,19.461772954020248,1.475549536079491,1.475549536079491,1.5768462812734054,30.688224309534164,536.8518117569884,10718.050601030312,108116.89147455021,518571.0168288568,10718.050601030345,1402.4741219068144,11.226451355513916,10.799116892182735,1.0
0.30000000000000004,438.64908449286025,9800.0,22.341320993135486,1.20486377463282,1.20486377463282,1.2367126729647695,27.629794802984506,537.7781410991938,10379.446987968475,50877.520971349775,456468.5021748471,10379.446987968588,1367.054563578841,5.28847380984902,4.569858873906215,1.0
0.32,385.5314219175531,9800.0,25.4194585521897,0.9509023556622338,0.9509023556622337,0.9509023556622307,24.17142301693562,449.35089527574297,9356.794480884117,40.04339078171171,394599.93285569927,9356.794480884188,1291.4424913851487,0.0,-0.4558107846716118,1.0
0.34,341.50880280586006,9800.0,28.696185631182914,1.0152585197903867,1.0152585197903867,1.0153392802832384,29.136364465639467,584.5237998369431,9953.649035978475,4222.903944539778,593355.1457300998,9953.649035978662,1625.717983652307,0.44017883445655315,-0.6157266205953728,1.0
0.36000000000000004,304.6174197867085,9800.0,32.171502230115095,1.1189107577267552,1.1189107577267552,1.09366673880361,35.184901926423045,613.4543004829869,10248.195819063081,53686.798875803055,729014.89745013,10248.195819063292,1777.6249840763921,5.576571524462459,1.8461357050821496,1.0
0.38,273.39624379748915,9800.0,35.84540834898626,1.1169672470026835,1.1169672470026835,1.1238363514669787,40.284372935768694,643.1533358915873,10231.829924550346,42660.59625801177,744328.1137363369,10231.829924550388,1924.720458012846,4.438964586782433,-4.557697976772922,1.0
0.4,246.74011002723395,9800.0,39.71790398779641,1.0131263304712301,1.0131263304712301,1.0131915291114026,40.24184387449532,649.5944392703502,9947.368853378817,5100.690915830945,537082.2793591281,9947.368853378663,1592.884601835799,0.523939886698912,-1.291834613038396,1.0
0.42000000000000004,223.8005533126838,9800.0,43.78898914654555,0.8609850187443323,0.8609850187443322,0.8609850187443308,37.70166364113382,548.386654659187,8485.42755520675,123.73779300231678,404750.05690148525,8485.427555207018,1506.6599169238593,0.0,-1.0515701410294065,1.0
0.44,203.91744630349916,9800.0,48.05866382523365,0.7896086156630019,0.7896086156630019,0.7896086156629952,37.94753501365601,506.10957330025195,7771.282600623999,1.553903172797203,339011.3656992196,7771.282600623843,1459.614857175449,0.0,-0.1234063536825513,1.0
0.46,186.57097166520524,9800.0,52.526928023860755,0.7563971676535888,0.7563971676535888,0.7563971676535843,39.73121958279196,472.7040919711519,7446.994506169518,127.47925851023814,263344.0899846457,7446.994506169268,1347.466044562013,0.0,-1.168995369951844,1.0
0.48000000000000004,171.34729863002354,9800.0,57.193781742426836,0.7365990151363923,0.7365990151363923,0.7365990151363856,42.128883303397,456.3325018880662,7250.501155904958,203.49843893532628,250737.44361159726,7250.501155904597,1330.6072338633332,0.0,-1.5411940691077575,1.0
0.5,157.91367041742973,9800.0,62.05922498093189,0.7208777625693907,0.7208777625693907,0.7208777625693861,44.73711525104433,452.3789670342318,7097.807485097034,302.05705304878416,266158.54343530664,7097.807485097598,1358.443947614875,0.0,-1.9559228915994422,1.0
0.52,146.00006510487216,9800.0,67.12325773937593,0.7182996582013548,0.7182996582013548,0.7182996582013491,48.21461309155479,511.90801496291,7074.963012559525,94.45000995390627,289678.27130471705,7074.963012559923,1410.716857523316,0.0,-1.1374460981872625,1.0
0.54,135.3855199052038,9800.0,72.38588001775896,0.7192859362901015,0.7192859362901015,0.7192859362901036,52.06614548275686,519.7202051919269,7085.136332077205,29.81987485033046,329046.12255240534,7085.136332076635,1596.9729234748704,0.0,-0.6637105379729011,1.0
0.56,125.88781123838463,9800.0,77.84709181608099,0.7134267320977504,0.7134267320977504,0.7134267320977591,55.53819631766087,451.7773089505119,7027.647750795082,53.999195871479266,292483.5892724856,7027.647750794579,1473.7782748136246,0.0,-0.9262236826129414,1.0
0.5800000000000001,117.3555814636071,9800.0,83.50689313434196,0.7045348334029699,0.7045348334029699,0.7045348334029718,58.83351504240339,453.0848253365193,6941.022672682498,119.34179837104182,236800.82452128088,6941.02267268201,1314.0283073094363,0.0,-1.4261306738483421,1.0
0.6,109.6622711232151,9800.0,89.3652839725419,0.701275283735505,0.701275283735505,0.7012752837355031,62.66966487394813,467.48029057575934,6909.858779455136,227.18153365368212,228713.66047857443,6909.858779454703,1298.111802996776,0.0,-2.035505420758801,1.0
0.62,102.70139855451986,9800.0,95.42226433068087,0.7097674282792386,0.7097674282792386,0.7097674282792426,67.72761515456946,490.885087560271,6993.510695300334,111.23930761475643,276481.0965972422,6993.510695301109,1414.8304602492506,0.0,-1.4718234537081472,1.0
