T,Sa,E,Fy,uy,R,maxDisp,maxVel,maxAccel,Ec,Ev,maxReaction,CD,CPD,resDisp,solving_converge,iter_converge,n_iter,miu,tol_ductility,tol_R
0.02,0.34900783501147,98696.04401089359,3012.9176717595046,0.030527238471958953,1.1352041959762573,0.12210905401359469,3.7909756726083135,3264.9150223099896,277.7617289890871,38.16760715467135,3264.9150223099896,3.240622317160657,0.09158181554163573,-0.08975042656956797,1.0,1.0,26.0,4.000003279882619,8.199706547085128e-07,1.0501126350812388e-06
0.04,0.36802586613022054,24674.011002723397,2841.8864109040096,0.11517731797194773,1.2691054344177246,0.46070878874808935,9.522749929239877,3113.733608449911,1086.3653308368032,493.83744441662367,3113.733608449911,17.696133582486127,0.3844814236725406,-0.3004497339608658,1.0,1.0,25.0,3.999995805253065,1.048686733784443e-06,3.757262788971081e-06
0.06,0.4028094261612955,10966.22711232151,2713.0732556505554,0.2474026142137966,1.4550039768218994,0.9896103771626352,16.448765763450428,2977.1179141855096,3458.2295736142146,2008.2276716554377,2977.1179141855096,46.71490422439646,1.3087535294082853,-0.6255294545681519,1.0,1.0,25.0,3.999999677883148,8.052921296464177e-08,1.638609842736059e-06
0.08,0.4314821515287151,6168.502750680849,3041.7253725920127,0.4931059441055258,1.3901731967926025,1.972424462063593,26.36526715710975,3359.5351176055406,4828.464421952641,6184.485315207339,3359.5351176055383,98.54677633621698,1.6053515167582835,-1.4463334597641355,1.0,1.0,25.0,4.000001390454725,3.476136811730868e-07,1.715026409691683e-06
0.1,0.5168650750590433,3947.8417604357433,2979.552281034497,0.7547294095966067,1.7000130414962769,3.0189169706190864,46.869269771899525,3331.637309160402,16666.863868981054,15708.456368050136,3331.637309160395,175.15478147019635,5.76565311894702,-1.9290480611776388,1.0,1.0,25.0,3.999999115222844,2.211942889962515e-07,7.012254897148453e-07
0.12000000000000001,0.6970004835611465,2741.5567780803767,3727.3698786512864,1.3595815007198833,1.832553505897522,5.438326600133106,87.84752837123733,4258.243751281931,42241.485616820195,44276.72990862793,4258.243751281935,322.6122907372305,11.84765228833558,-2.897505289115447,1.0,1.0,25.0,4.000000439292218,1.0982305442830409e-07,6.505089777394527e-07
0.13999999999999999,0.8973605301924648,2014.2049798141552,3660.55503873085,1.8173696696294528,2.402404308319092,7.269476527678188,120.36713406017722,4199.944084833515,111786.44866425743,91846.55285422197,4199.944084833508,520.8086230806614,31.766867875343497,-2.569197434274984,1.0,1.0,24.0,3.999998816509564,2.958726089685726e-07,1.9848311265980867e-06
0.16,1.184445806308434,1542.1256876702123,4351.901279056963,2.8220146476073933,2.667240858078003,11.288060482606856,151.92967014514971,4953.602794276141,121267.08164147737,132919.55067287048,4953.602794276127,659.6865418339686,28.930015250697423,-3.472968146784051,1.0,1.0,24.0,4.000000670505833,1.6762645826950973e-07,8.938768008935908e-07
0.18,0.8932640921285063,1218.4696791468346,4015.772574670274,3.2957509270826457,2.179901361465454,13.18300242632533,163.50948659617475,4634.316521676226,117538.10194528545,125141.34900599846,4634.316521676242,688.5959690500752,30.22179201899094,-6.67156441553589,1.0,1.0,25.0,3.9999996110127007,9.724682481504487e-08,1.0937120960401716e-06
0.19999999999999998,0.921214201310202,986.960440108936,3623.0909888434576,3.6709586743350706,2.491767168045044,14.683830898434485,178.2650885478763,4224.422329580115,121070.07753971542,115756.25802781161,4224.422329580137,685.3389087506617,34.432975967669584,-6.748806252824126,1.0,1.0,24.0,3.999998965146128,2.5871346798211903e-07,9.568248113093631e-07
0.22,0.7768901892437421,815.6697852139966,3670.6840672710923,4.500208459123029,2.0741430521011353,18.000829515047982,192.77371451693656,4244.451694636228,130847.41476174443,142443.37623556683,4244.451694636252,764.2497028429431,36.61586024331502,-6.805485138131565,1.0,1.0,25.0,3.999999039723565,2.4006910870344456e-07,5.747397951788297e-07
0.24,0.7941066991061893,685.3891945200944,2573.701169652523,3.7550944634524237,3.023756504058838,15.020375052159872,171.38934896793825,3049.4596146363206,183137.599387951,115779.0907724918,3049.4596146363206,778.8790089831273,73.08936058533091,-6.67367086164247,1.0,1.0,24.0,3.9999992539069655,1.8652325861623353e-07,1.5769681903438453e-06
0.26,0.8454551352189335,584.0002604194887,2662.90548243718,4.559767628398674,3.111436128616333,18.23906456867642,192.80387512307698,3163.484811704733,242300.5200250091,150434.08371323784,3163.4848117047595,926.6631443590761,93.33623261073203,-6.447459968249302,1.0,1.0,24.0,3.9999986962234124,3.259441468950186e-07,7.66265087568008e-07
